Tweet Text,Tweet URL,Fakta / Hoax,Sumber Fakta
Bahwa Indra Sjafri jadi pelatih baru Juventus itu memang tidak benar. Yang benar adalah dia head coach baru Juventus.,https://twitter.com/yogacholandha/status/1293055421012295681?s=19,Hoax ,https://m.liputan6.com/cek-fakta/read/4327722/cek-fakta-tidak-benar-indra-sjafri-bakal-tangani-juventus
Indra Sjafri setelah sempat ikut terseret masuk bursa calon pengganti Maurizio Sarri: Indonesia lebih besar dibanding Juventus. #Sjafriball,https://twitter.com/adiyks/status/1292303453763432448?s=19,Fakta,https://m.liputan6.com/cek-fakta/read/4327722/cek-fakta-tidak-benar-indra-sjafri-bakal-tangani-juventus
Pabrik petasan yg meledak di Lebanon pernah masuk di serial the simpson dan benar meledak di tahun corona. 💣💥,https://twitter.com/Agungjayaabadi/status/1290784593377820673?s=19,Hoax ,https://m.liputan6.com/cek-fakta/read/4324995/cek-fakta-tidak-benar-the-simpsons-prediksi-ledakan-dahsyat-di-lebanon
Ledakan pabrik kembang api di pelabuhan Beirut Lebanon sudah pernah diprediksi oleh The Simpson. https://t.co/BM1PEGlJBa,https://t.co/BM1PEGlJBa,Hoax ,https://m.liputan6.com/cek-fakta/read/4324995/cek-fakta-tidak-benar-the-simpsons-prediksi-ledakan-dahsyat-di-lebanon
"Hampir sama di the simpson dan di Lebanon, simpsons mesin waktu.",https://twitter.com/anjimpoek/status/1290849039693410304?s=19,Hoax ,https://m.liputan6.com/cek-fakta/read/4324995/cek-fakta-tidak-benar-the-simpsons-prediksi-ledakan-dahsyat-di-lebanon
Informasi mengenai The Simpsons memprediksi ledakan Beirut - Lebanon adalah salah alias HOAX,https://twitter.com/koki_poker/status/1290987577374212096?s=19,Fakta,https://m.liputan6.com/cek-fakta/read/4324995/cek-fakta-tidak-benar-the-simpsons-prediksi-ledakan-dahsyat-di-lebanon
"Ledakan di film The Simpson mirip banget dgn yang di Lebanon. Dear pengarang film The Simpson: tolong buat film Virus Corona menghilang dari muka bumi ini, sapa tau ilang beneran.",https://t.co/gvCn0gxNq7,Hoax ,https://m.liputan6.com/cek-fakta/read/4324995/cek-fakta-tidak-benar-the-simpsons-prediksi-ledakan-dahsyat-di-lebanon
"Yang nyebarin editan kartun The Simpsons sama ledakan di lebanon tolong di stop dong, jangan nyebarin video yang ga sesuai faktanya...... Btw ini yang asli nya",https://twitter.com/ckhwanghj/status/1290802203750359041?s=19,Fakta,https://m.liputan6.com/cek-fakta/read/4324995/cek-fakta-tidak-benar-the-simpsons-prediksi-ledakan-dahsyat-di-lebanon
"Beredar Peta DKI Jakarta Hitam Akibat Covid-19, BIN: Itu Hoaks",https://twitter.com/megaa_amelia/status/1293409489933070337?s=19,Fakta,https://m.liputan6.com/cek-fakta/read/4329172/cek-fakta-tidak-benar-bin-menetapkan-peta-sebaran-covid-19-berstatus-hitam
"Hati² dg pembagian masker gratis oleh org² yg tak dikenal terutama di tmpat² sepi, krna tak jarang terjdi tindak kejahatan. Masker yg diberi telah diberi obat bius terlebih dahulu oleh pelaku yg bs membuat korban tak sadarkan diri",https://twitter.com/kalangliwoo/status/1291604018536443904?s=19,Hoax ,https://m.liputan6.com/cek-fakta/read/4327034/cek-fakta-hoaks-pesan-berantai-soal-pembagian-masker-gratis-mengandung-obat-bius
Ati2 sekarang ada modus ngasi masker gratis tapi dikasi obat bius biar pingsan trus dirampok.,https://twitter.com/lylemaulina/status/1260589244885557250?s=19,Hoax ,
"Si ibu dikasi masker gratis maskernya dikasi obat bius dan dihipnotis ,,motor dibawa kabur.. hati2.....indo mart wrg silah",https://twitter.com/hallonabella/status/1259809305575870467?s=19,Hoax ,
"hari ini. Seorang ibu yg naik sepeda motor , diberi masker gratis oleh seseorang di JL HARAPAN RAYA PEKAN BARU. Setelah masker dipakai oleh ibu itu , lalu ia tak sadarkan diri. Masker sudah diberi OBAT BIUS.
DAN SEPEDA MOTORNYA DIBAWA ORANG ITU.",https://twitter.com/Topaypay/status/1260496171300270083?s=19,Hoax ,
"Hati-hati dan tetap waspada.
Modus pemberian masker gratis yg sdh diberi obat bius
Tetap waspada dan jangan lengah
Kejahatan selalu mengintai kita",https://twitter.com/Nuckclear/status/1259893321666723842?s=19,Hoax ,
"Modus baru kejahatan. Pelaku bagiin masker gratis dan langsung disuruh pake. Ternyata maskernya udah dikasih obat bius. Saat korban tertidur, pelaku langsung merampok harta korban.
Modusnya mirip sih kayak bagiin minuman ke penumpang di terminal/stasiun saat musim mudik. Hati2 ya",https://twitter.com/SuperBee_/status/1257177864538951680?s=19,Hoax ,
"Tolong lah, ini hipnotis, bukan masker di ksh bius, nanti malah jadi pada parno buat yg di ksh masker gratis, nyebarin berita boleh, tp jgn nyebarin hoax ",https://twitter.com/cules0409/status/1260334849451163650?s=19,Fakta,
"Oh ayolahh sekiranya blm terbukti Jgn menggiring opini!, coba search di google byk portal2 berita ttg cek fakta apakah ""Masker gratis Terdapat Obat Bius"" kebanyakan berita mengkonfimasi itu HOAX. jg itu berita 5-6hr yg lalu, dan anda blm 24jam. Oh mungkin anda lupa buka browser.",https://twitter.com/rijalmm/status/1260337565695016961?s=19,Fakta,
Imam Ahmad bin Hanbal berkata: “Pemilik ilmu filsafat tidak akan beruntung selamanya. Para ulama filsafat adalah para zindiq” (Talbiis Ibliis 1/75),https://twitter.com/ittibarasul1/status/1290295926364413952?s=19,Hoax ,https://m.liputan6.com/cek-fakta/read/4324758/cek-fakta-tidak-benar-belajar-ilmu-filsafat-itu-haram
"RG ( RADA GILA ) KOK ..DI DENGERIN ...HARAM 
IMAM SYAFII ..MENGATAKAN ILMU FILSAFAT ITU HARAM ...YANG PELAJARI RG ...DAN RG SENDIRI.KAFIR ....#koplakklop",https://twitter.com/ImamSan17065613/status/1289823100389842945?s=19,Hoax ,
"Hukum mempelajari ilmu filsafat adalah boleh dan tidak haram, dengan catatan orang yang mempelajarinya sudah memiliki pengetahuan luas tentang dasar-dasar ilmu agama sehingga akidah dan imannya tidak goyah. ",https://m.liputan6.com/cek-fakta/read/4324758/cek-fakta-tidak-benar-belajar-ilmu-filsafat-itu-haram,Fakta,https://m.liputan6.com/cek-fakta/read/4326666/studi-menunjukkan-orang-berusia-lanjut-lebih-sering-sebar-hoaks
Orang tua penyebar hoaks :(,https://twitter.com/gifandiwan/status/1198628310173069313?s=19,Fakta,
Kalau semua penyebar hoax ditangkap mungkin banyak anak-anak yang hidup tanpa orang tua. Termasuk aku. -korban orang tua penyebar hoax via whatsapp-,https://twitter.com/roomykusuma/status/1052876393627889665?s=19,Fakta ,
Hu um. Wkwkwkw.. Penyebar hoax kebanyakan orang tua. Wkwkwkw.,https://twitter.com/UwanUrwan/status/961430651915268096?s=19,Fakta,
Di kanada covid aman terkendali ya? Enak bgt liat story nya orang yg di kanada sudah bisa jalan2 ditaman ga pake masker... foto2 sama bayi2 lagi di taman..,https://twitter.com/chiputrix/status/1293470619070132225?s=19,Hoax ,https://m.liputan6.com/cek-fakta/read/4326975/cek-fakta-tidak-benar-kanada-sudah-bebas-dari-pandemi-virus-corona-covid-19
"Fpi ga butuh SKT
Fpi ga perlu makan beling 
Fpi ga perlu kebal bacok
Fpi ga butuh 1,5 T

Yang Fpi cari ridho Illahi..

Alloh hu akbar..

Menolak lupa",https://twitter.com/Siwiliwili1/status/1212622331274596352?s=19,Hoax ,https://cekfakta.com/focus/4600
"Sampai kiamat FPI mungkin akan dibenci ormas bayaran yg bs saja saat latihan kebal bacok pas praktek di kehidupan takut jarum. Jangan2 FPI nanti akan bergabung dengan Imam Al Mahdi (?) , artinya yg bergabung dengan Imam Al Mahdi adalah manusia2 pilihan akhir zaman. Wallaahu a'lam",https://twitter.com/prokontraID/status/1188749338639360001?s=19,Hoax ,
"Negara kita tidak pernah berhutang, hanya melakukan pinjaman luar negeri.

*katajokowi
*31maret2020",https://twitter.com/opposition7890/status/1293094095892619264?s=19,Hoax ,https://cekfakta.com/focus/4593
"Bu Sri., mohon maaf. Kalau anda sudah tak sanggup, tolong tahu diri. Setidaknya dengarkan masukan dri pakar independent. Kasihan Indonesia.",https://twitter.com/tubankreatif/status/1292633904201916416?s=19,Hoax,https://cekfakta.com/focus/4583
"Miris...!!! 5 pangkalan militer Negara Komunis China ternyata telah eksis dibangun di Indonesia sejak tahun 2015 .

Berlokasi di Natuna, Morowali, Kaltim dan 2 wilayah lainnya masih dalam tahap pembangunan dan dirahasiakan oleh rezim Jokowi sebagai tameng bagi Imperialis China",https://twitter.com/BoN_009/status/1280452075973836801?s=19,Hoax,https://cekfakta.com/focus/4582
"Terdapat 5 pangkalan militer China di Indonesia yang telah dibangun sejak tahun 2015 hingga saat ini.
Natuna, Morowali, Kaltim adalah 3 pangkalan militer China yang telah selesai dibangun dan saat ini dalam tahap finishing 85% persenjataan. ",https://twitter.com/0v4lt1n3_/status/1272094880928460800?s=19,Hoax,
"Nah loh ada pangkalan Militer di Laut Natuna... Ada apa ini???

Google Earth Rilis Gambar Pangkalan Militer China di Laut Natuna Utara ",https://twitter.com/wahyoe_affandy/status/1290546496820011008?s=19,Hoax,
"Pabrik Esemka Kosong dan Karyawan Dipecat.
Drama Baru Lagi?",https://twitter.com/Zahrah40291660/status/1291451584279228416?s=19,Hoax,https://cekfakta.com/focus/4578
Kami denger ktanya smua karyawan pabrik ESEMKA kena CORONA mkanya pabrik di liburkan...🤣,https://twitter.com/RESTY58831682/status/1291938240249831430?s=19,Hoax,
Info Pembagian Laptop Gratis Dari Pemerintah Untuk Siswa ,https://twitter.com/jeparadiseblog/status/873188578855075840?s=19,Hoax,https://cekfakta.com/focus/4577
"@Kemdikbud_RI hallo, saya mau bertanya, apakah program ini benar adanya? Atau hanya penipuan ya?
Katanya ada pembagian laptop gratis untuk siswa dan guru.",https://twitter.com/Muristianto/status/1290934332614299648?s=19,Hoax,
"Orang besarnya aja bilang gak tahu ...
Kebanyakan makan tempe ...",https://twitter.com/donkisot007/status/1291771567572099072?s=19,Hoax,https://cekfakta.com/focus/4561
"Kalo pak presiden aja yg di gaji tinggi dan di beri kelengkapan berbagai fasilitas tidak tau. Lah piye toh, mundur aja deh",https://twitter.com/isthifa_kemal/status/1290649263987462150?s=19,Hoax,
"Kasus Corona Tembus 111 Ribu, Jokowi : Saya Tidak Tahu Sebabnya Apa
https://t.co/LHLrQJhSYi
Jokowi: Angka Kematian Covid-19 RI Lebih Tinggi 0,8 Persen dari Global
https://t.co/J37C9ysZfT
Klo presiden dgn kelengkapan alat negara, SDM & dana ajja ga tau🤦🏻‍♂️
MUNDUR itu lbh terhormat🤷🏼‍♂️ https://t.co/EcyRWrgGkk",https://twitter.com/Aiek_Channel/status/1290448478007590913?s=19,Hoax,
"Serba ndak tahu buat apa jdi presiden...eh, bukannya dibatalin MA yaa...harusnya mawas diri dgn kafasitas yg dimiliki bukan maksain...",https://twitter.com/G4lK3nKu_5/status/1290453430151122946?s=19,Hoax,
"Jrreenngg jrreenngg mandalika siap memesona dunia sebagai neo bali ,upaya pakdhe jokowi menghadirkan negara demi pesona potensi lokal yang mampu menggerakkan ekonomi loka",https://twitter.com/gadisresidu_b3/status/1293438235658424321?s=19,Hoax,https://cekfakta.com/focus/4560
"Ajang balap dunia MOTOGP 2021 akan digelar di Mandalika, Lombok, NTB dan di klaim sbg sirkuit jalan raya pertama di dunia utk perhelatan MOTOGP 👏",https://twitter.com/SkyEarth82/status/1293562438730674177?s=19,Hoax,
"Ledakan besar dan mematikan mengguncang kota Beirut, Lebanon. Seperti yang terlihat di tayangan-tayangan video, awan hitam pekat menyelimuti pelabuhan yang telah dilalap api. Bangunan-bangunan hancur rata dengan tanah menyerupai sebuah ledakan bom nuklir. #lebanon",https://twitter.com/frontmudarev/status/1292390815411531776?s=19,Hoax,https://cekfakta.com/focus/4555
"Detik² ledakan di Lebanon, seperti Bom Nuklir gaes..
Link di bawah
#ledakanlebanon 
#ledakanbeirut 
#PrayForLebanon ",https://t.co/mlW5a9YJsl,Hoax,
pagi-pagi disuguhi video ledakan di lebanon. ledakan keduanya serem banget dah kayak bom nuklir :(,https://twitter.com/avfhve/status/1290785354631372800?s=19,Hoax,
Ngeri yang terjadi di lebanon. Dari vidnya efek ledakannya kyk bom nuklir hiroshima & nagasaki,https://twitter.com/rifaltegarp/status/1290698192384737280?s=19,Hoax,
Bahkan dokter di amerika bersuara melawan who..(tanpa pakaian astronot apalagi masker),https://twitter.com/Reychan_A/status/1289966873165983744?s=19,Hoax,https://cekfakta.com/focus/4548
"Ngaku presiden dgn negara populasi islam terbesar di dunia, tapi mana suara jokowi tak terdengar mengutuk cina. Ya nama juga keturunan komunis, pasti bela komunis. Untungnya gw tidak pernah anggap jokowi presiden gw, sorry yg tidak sepaham.",https://twitter.com/MuhamadReva1/status/1121752066328649729?s=19,Hoax,https://cekfakta.com/focus/4546
"Bgi yg punya anak putra putrinya harus di awasin yg suka maen hp..ini anak hbis di oprasi pengecilan otak gara kna rdiasi sinar hp mhon di bagikan ya, sampe skrg anakya blm sadar...aamiinkan sejenak semoga anak ini… ",https://twitter.com/Infosukabumi_/status/1289900527103250433?s=19,Hoax,https://cekfakta.com/focus/4545
"Inilah hasil yg dikehendaki olh oknum utk mengamandemen UUD 1945 agar china bisa leluasa di Negara Republik Indonesia.
Terkait TKA china Rakyat harus bertindak dan saling membahu utk bersatu, problem masyarakat Kendari adlh problem Rakyat Indonesia.",https://twitter.com/jabangtetuko001/status/1289903348460617728?s=19,Hoax,https://cekfakta.com/focus/4544
"https://t.co/qolnP7rl7O

Di sini beritanya Kendari memanas menolak TKA China",https://twitter.com/kharimakharima1/status/1289938575581093890?s=19,Hoax,
Video ini bagus untuk dokumentaai di masa yg akan datang jika kelak kita benar benar merdeka dan berdaulat. Sebagai awal perjuangan penolakan rakyat terhadap ekspansi China yg dibungkus dengan pengiriman TKA. Sejarah akan menulis bahwa rakyat Kendari adalah para patriot sejati.,https://twitter.com/jqkml/status/1289902055801229313?s=19,Hoax,
"Masih ingatkah Berita ini 105 TKA CHINA pd 1 Juli 2020 ,sekarang 2 Agustus 2020 ada yang tahu sdh berapa?

105 TKA China Tiba di Bandara Kendari, Polisi Bubarkan Demonstran",https://twitter.com/Wongkuno2B/status/1289890379831992320?s=19,Hoax,
"Ini di kendari ya, Masuk nya TKA china dsna ?",https://twitter.com/bambanQz/status/1289891606221524995?s=19,Hoax,
"jangan sampe sentimen tersebut meluas hingga menjadi aksi, di Kendari sempat ada demo menolak kedatangan 500 TKA China. demonstran juga sampai berani melakukan sweeping, ngerii",https://twitter.com/negativisme/status/1286636057891504134?s=19,Hoax,
Apa maksudnya dari pada menyembelih Hewan Qurban. Mendingan uangnya untuk bayar Hutang Negara...?,https://twitter.com/Dzoel_Phil/status/1289577618065391621?s=19,Hoax,https://cekfakta.com/focus/4543
Wapres menyebut Idul Adha tak harus dimaknai dengan menyembelih qurban ,https://twitter.com/Ghane_sa/status/1289221911197569025?s=19,Hoax,
"Mungkin mksd pak Yai ga usah potong domba atau sapi, beliin sembako aja dan berbagi gitu? 😂😂😂

Kok pak Yai juga qurban sapi? Kenapa ga beli sembako terus berbagi sembako aja? 🤔🤔🤔",https://twitter.com/UAlla02/status/1289464753618706434?s=19,Hoax,
"fatal, kalo sampai temuannya terbukti lolos secara uji klinis terlepas dari ribut soal gelar, tetap dia mampu memberikan harapan bagi penderita covid, bagaimana anda mau menghukum orang yg telah menemukan obat? miris kalo hukum di indonesia seperti itu. fokus ke produknya.",https://twitter.com/AldenBenny/status/1291193160274595840?s=19,Hoax,https://cekfakta.com/focus/4539
"Kalau ghibran debat ama om rocky..awas pertanda dunia udah kembali kejaman batu.
Coba tanya ghibran,dirumah ada cermin ngga",https://twitter.com/AjaWeh/status/1289508236307992578?s=19,Hoax,https://twitter.com/sirandry_78/status/1289517884910100480?s=19
"Debat tentang apa dulu, klo tentang martabak dan sang pisang, gue pastiin Rocky Gerung KO.",https://twitter.com/Amirsiregar13/status/1289612705616125952?s=19,Hoax,
"Tp klo masalah politik mending jangan,.malu2in. Paling bisanya tolak pinggang sambil teriak, ""merdeka, merdeka, sekali lagi, merdeka... terimakasih",https://twitter.com/Amirsiregar13/status/1289612705616125952?s=19,Hoax,
Yg gw bingung materi debatnya apa? Visi misi jd Cawalkot atau dinasti politik?,https://twitter.com/sirandry_78/status/1289517884910100480?s=19,Hoax,
"Wooii, Abu Janda jangan kabur ya, ini gede luh fulusnya😂 Ridwan Kamil Ajak Abu Janda Jadi Relawan Uji Vaksin Corona, Faktanya ",https://twitter.com/leo_agustaf/status/1290633734060875777?s=19,Hoax,https://cekfakta.com/focus/4523
"Bang @ridwankamil Jangan Lupakan Sohibnya Abu Janda Yaitu @Dennysiregar7 @eko_kuntadhi Dan Para Jajarannya, Thank's.",https://twitter.com/BintangTimur27/status/1290531232963375104?s=19,Hoax,
Tolong om putin.. kirim rudal ke gedung DPR. Dan istana...tp bsok ya.. pas ada rapat... jngn sekarang. Skrng lg ada saudara saudara kami yg demo...,https://twitter.com/ardy24826905/status/1275685615854661634?s=19,Hoax,https://cekfakta.com/focus/4518
"Telpon Putin aja Pak,kabulkan doa dr anak kecil yg meminta Putin kirim rudal ke gedung dpr 😄",https://twitter.com/DonnieAulia/status/966323839822061568?s=19,Hoax,
"Dukung.. Dukung... pesen juga ke Korut, daripada buang2 rudal percuma, kirim aja ke Gedung DPR😂😂😂 @wahyuAasih https://t.co/soaBIjeMrC",https://twitter.com/RiedsBudiono/status/874150201988046848?s=19,Hoax,
"Lanjutkan pak Jokowi 
3 periode banyak yang mendukung BPK
Untuk kemajuan bangsa Indonesia
#Tanpabeban",https://twitter.com/Manminmen/status/1268907915840122880?s=19,Hoax,https://cekfakta.com/focus/4516
Bagus lah 3 periode gw dukung.,https://twitter.com/asray_binladen/status/1290697512802643968?s=19,Hoax,
"Kagok amat 3 periode...
Sampai mati we sekalian...",https://twitter.com/OpiniRakyat2/status/1290814314631163906?s=19,Hoax,
"Boleh gpp,,, wakil nye yg nekat brani tempur,,,
Yg penting gx ada keterlibatan partai atu pun dlm kabinet n yg berkaitan lembaga negara apa pun, (pdip no way)

Atu lg,,, si kaesang jadi mentri investasi, n hrs bujang gx boleh kawin dulu,,,",https://twitter.com/AlfatHbroo/status/1290711089957617665?s=19,Hoax,
"Ckp 2 periode saja. Andai boleh dipilih lg untuk ke 3, aku tdk pilih lg. Menyesal? Tdk. Aku kuatir, stlh tampa beban, periode berikutnya santai bekerja.

Buat tokoh nasional yg baik-baik, muncullah siap gantikan Jokowi siap melanjutkan visi misi Jokowi yg baik dan blm tuntas.",https://twitter.com/sulistiawan_rd/status/1233395330797801472?s=19,Hoax,
"#panoramakulonprogo
● Monggo yang punya usaha mikro, bisa isi pendataan ini di link https://t.co/j9XKt8LAyK. Ditunggu sampai nanti sore, atau jika kebingungan bisa DM ke dinaskoperasiukmkp.",https://twitter.com/panoramaKP/status/1293347672837914624?s=19,Hoax,https://cekfakta.com/focus/4513
Pendataan data usulan calon Penerima Bantuan Usaha Mikro (PBUM). Semoga bantuan segera terealisasi bagi pelaku usaha mikro ditengah kondisi yang sangat sulit yang di rasakan hampir semua para pelaku usaha mikro.…,https://twitter.com/MayaSavira16/status/1291642178540843011?s=19,Hoax,
"Pastikn account anda selamat..

Terbaikla.Mark zuckerberg ketua pegawai eksekutif facebook mencipta perkataan baru GRATULA untuk memastikan akaun facebook anda dlm keadaan selamat. Taip GRATULA dalam komen jika... ",https://twitter.com/syafiq_nanako/status/1065878755434995717?s=19,Hoax ,https://cekfakta.com/focus/4511
"#im4BN Mark Zuckerberg, Ketua Pegawai Eksekutif Facebook, mencipta perkataan baru GRATULA. Untuk memastikan akaun anda dalam keadaan selamat, taip GRATULA dalam komen. Jika Merah , akaun anda masih selamat, Jika ia tidak bertukar kepada warna merah, sila… ",https://twitter.com/im4BN/status/1005629428846813185?s=19,Hoax,
"Di china monyet untuk test lab nya mahal, di Indonesia uji coba nya ke manusia...gratis.",https://twitter.com/jayasakti72/status/1292643628561477633?s=19,Hoax,https://cekfakta.com/focus/4505
"Jika tidak ada yang siap, coba tanya sama monyet, ada yang siap tidak gantiin monyet2 disana...",https://twitter.com/Erryb2gmailcom1/status/1292083456541773826?s=19,Hoax,
Buat cebonger berhubungan china kekurangan monyet untuk uji coba vaksin dan pemerintah china meminta kepada pemerintah Ri untuk uji coba gratis krena kalian adalah cebong militan dan garda terdepan untuk pemerintah ini dan lebih manfaat klo kalian yg menjadi relawannya .,https://twitter.com/arga_wisastra/status/1288441477945683968?s=19,Hoax,
"Laboratorium China kekurangan monyet untuk uji coba vaksin Corona.

Pak Dhe ngotot untuk melakukan vaksinasi Corona kepada masyarakat.

Berarti benar vaksin Corona belum teruji klinis dong. Atau jangan² mereka anggap kita ini... Ah sudahlah 😂😂",https://twitter.com/Gambio7/status/1287550408701800448?s=19,Hoax,
"Kampus di bandung kembali seru lagi , setelah zaman sy bocah di isiin dengan sekotak sabun dan hand body oleh bandung lautan asmara , sekarang ada kampus sekte pemujaan setan
Madep kieu bdg aing",https://twitter.com/evoleTemmi/status/1287319645976850433?s=19,Hoax ,https://cekfakta.com/focus/4503
"Demo Neo PKI hari ini udah dapat Ijin dari Buntelan kentut maaf ralat Dari Petinggi Kepolisian 

Tinggal tunggu genderang perang ditabuh aja",https://twitter.com/Aikofitriani/status/1287760404219912194?s=19,Hoax,https://cekfakta.com/focus/4496
"Rocky Gerung: foto Rizieq Shihab dibakar settingan intelijen pengalihan isu Gibran maju pilkada.

Mmmmm 🤔🙄
Out of the blue tiba tiba ada demo tentang khilafah, padahal isu yang keras di khawatirkan lahirnya Neo PKI.
Emang terkesan aneh..",https://twitter.com/Den__Artfleck17/status/1289489355212500992?s=19,Hoax,
Yg suruh demo orng soleh pasti org tsb neo PKI yg Sesat & Group PEMBOHONG.,https://twitter.com/fazar_cahya/status/1288825660241137664?s=19,Hoax,
"Gak bakalan bisa Prabowo ganti Ma'ruf. Proksinya akan sekuat tenaga jaga Ma'ruf tetap di kursi Wapres. Kalo Ma'ruf lengser, kans putra mahkota di 2024 terancam apalagi kalo sampe jatuh ke tangan Prabowo yg musuh dan rival sejak lama. Bisa jantungan Ki Lurah 🤬🤬",https://twitter.com/RepublikUtopia/status/1292956440609427458?s=19,Hoax,
"Presiden Prancis Emmanuel Macron kemarin mengeluarkan larangan pendirian sekolah Turki di Prancis.

Merespon hal itu, setengah jam kemudian, Presiden Turki Erdogan mengeluarkan perintah penutupan semua sekolah prancis di Turki. Kurang lebih 70 sekolah.",https://twitter.com/SaveMoslem1/status/1284482803560615936?s=19,Hoax,https://cekfakta.com/focus/4484
"BELAJAR ""IZZAH"" DARI TURKI
Presiden Perancis Melarang Sekolah Turki di Negaranya, Erdogan Balas Dengan Tegas",https://twitter.com/AyraLubis/status/1289811991477882880?s=19,Hoax,
"[1]
Ini baru Pemimpin. 
-----
Presiden Prancis Emmanuel Macron kemarin mengeluarkan larangan pendirian sekolah Turki di Prancis.
Merespon hal itu, setengah jam kemudian, Presiden Turki Erdogan mengeluarkan perintah penutupan semua sekolah prancis di Turki. ",https://twitter.com/AuliaTitisan/status/1134444163246673924?s=19,Hoax,
"Emang tahun 2024 masih ada Pilpres yaa 
Jokowi pengen jadi presiden seumur hidup, seperti bung karno dulu, cuma beda bung karno punya rasa malu, sedang jokowi tak punya malu 

Bayangin 2 periode berkuasa, kerjanya berantem terus sama Rakyat",https://twitter.com/Aikofitriani/status/1292757268690214913?s=19,Hoax,
"Disaat fresh graduate kesulitan mencari kerja, TKA china melenggang masuk Indonesia, saat pandemi pula. 
Kurang hebat apalagi presiden dan menteri negara awak ini, hidup @jokowi presiden seumur hidup!!!",https://twitter.com/IntrovertBooy/status/1292551401965416450?s=19,Hoax,
"Keppres Jokowi Presiden Seumur Hidup sekalian, wkwkwkwk",https://twitter.com/AZHARFRS/status/1291761277660848130?s=19,Hoax,
